provider,external_id,snapshot_id,decision,reviewed_at,community_id,name_ja,maker_id,source_url,reason
attackers.series,2253,attackers-series-2026-09-04-partial-001,publish,2026-09-04,series_000018,アナル奴隷白書,maker_000004,https://attackers.net/works/list/series/2253,官方 Series 详情页与 Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2254,attackers-series-2026-09-04-partial-001,publish,2026-09-04,series_000019,夫の目の前で犯されて,maker_000004,https://attackers.net/works/list/series/2254,官方 Series 详情页与 Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2255,attackers-series-2026-09-04-partial-001,publish,2026-09-04,series_000020,地獄の女神,maker_000004,https://attackers.net/works/list/series/2255,官方 Series 详情页与 Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2257,attackers-series-2026-09-04-partial-001,publish,2026-09-04,series_000021,絶対調教,maker_000004,https://attackers.net/works/list/series/2257,官方 Series 详情页与 Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2258,attackers-series-2026-09-04-partial-001,publish,2026-09-04,series_000022,淫乱奴隷の強制快楽,maker_000004,https://attackers.net/works/list/series/2258,官方 Series 详情页与 Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2259,attackers-series-2026-09-04-partial-001,publish,2026-09-04,series_000023,貞操帯の女,maker_000004,https://attackers.net/works/list/series/2259,官方 Series 详情页与 Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2260,attackers-series-2026-09-04-partial-001,publish,2026-09-04,series_000024,楠木女学院,maker_000004,https://attackers.net/works/list/series/2260,官方 Series 详情页与 Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2261,attackers-series-2026-09-04-partial-001,publish,2026-09-04,series_000025,鬼畜輪姦,maker_000004,https://attackers.net/works/list/series/2261,官方 Series 详情页与 Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2263,attackers-series-2026-09-04-partial-001,publish,2026-09-04,series_000026,女豹,maker_000004,https://attackers.net/works/list/series/2263,官方 Series 详情页与 Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2264,attackers-series-2026-09-04-partial-002,publish,2026-09-04,series_000037,不貞な上下関係,maker_000004,https://attackers.net/works/list/series/2264,官方 Series 详情页与 Batch B Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2265,attackers-series-2026-09-04-partial-002,publish,2026-09-04,series_000038,バイト先の人妻,maker_000004,https://attackers.net/works/list/series/2265,官方 Series 详情页与 Batch B Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2266,attackers-series-2026-09-04-partial-002,publish,2026-09-04,series_000039,バイト先の欲求不満な人妻とヤリまくった日々。,maker_000004,https://attackers.net/works/list/series/2266,官方 Series 详情页与 Batch B Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2267,attackers-series-2026-09-04-partial-002,publish,2026-09-04,series_000040,拷問の館,maker_000004,https://attackers.net/works/list/series/2267,官方 Series 详情页与 Batch B Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2268,attackers-series-2026-09-04-partial-002,publish,2026-09-04,series_000041,夫には言えない羞恥の性癖,maker_000004,https://attackers.net/works/list/series/2268,官方 Series 详情页与 Batch B Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2271,attackers-series-2026-09-04-partial-002,publish,2026-09-04,series_000042,恋する妻達,maker_000004,https://attackers.net/works/list/series/2271,官方 Series 详情页与 Batch B Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2272,attackers-series-2026-09-04-partial-002,publish,2026-09-04,series_000043,感じるほどに、踊る肉体,maker_000004,https://attackers.net/works/list/series/2272,官方 Series 详情页与 Batch B Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2273,attackers-series-2026-09-04-partial-002,hold,2026-09-04,,１,maker_000004,https://attackers.net/works/list/series/2273,官方 Series 页面当前规范名仅为全角“１”，属于明显异常/低信息量名称。为避免将潜在站点脏数据固化为永久 Community ID，本批次保留候选并等待额外交叉证据。
attackers.series,2275,attackers-series-2026-09-04-partial-002,publish,2026-09-04,series_000044,心まで犯されて。,maker_000004,https://attackers.net/works/list/series/2275,官方 Series 详情页与 Batch B Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2277,attackers-series-2026-09-04-partial-002,publish,2026-09-04,series_000045,堕ちていく令嬢,maker_000004,https://attackers.net/works/list/series/2277,官方 Series 详情页与 Batch B Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2278,attackers-series-2026-09-04-partial-002,publish,2026-09-04,series_000046,恥辱の館,maker_000004,https://attackers.net/works/list/series/2278,官方 Series 详情页与 Batch B Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2279,attackers-series-2026-09-04-partial-002,publish,2026-09-04,series_000047,夫のいない昼下がり,maker_000004,https://attackers.net/works/list/series/2279,官方 Series 详情页与 Batch B Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2280,attackers-series-2026-09-04-partial-002,publish,2026-09-04,series_000048,服従の性奉仕,maker_000004,https://attackers.net/works/list/series/2280,官方 Series 详情页与 Batch B Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2281,attackers-series-2026-09-04-partial-002,publish,2026-09-04,series_000049,壺に堕とされた女,maker_000004,https://attackers.net/works/list/series/2281,官方 Series 详情页与 Batch B Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2282,attackers-series-2026-09-04-partial-002,publish,2026-09-04,series_000050,女教師玩具化計画,maker_000004,https://attackers.net/works/list/series/2282,官方 Series 详情页与 Batch B Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2284,attackers-series-2026-09-04-partial-002,publish,2026-09-04,series_000051,禁じられた背徳姦,maker_000004,https://attackers.net/works/list/series/2284,官方 Series 详情页与 Batch B Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2286,attackers-series-2026-09-04-partial-002,publish,2026-09-04,series_000052,桃色遊戯,maker_000004,https://attackers.net/works/list/series/2286,官方 Series 详情页与 Batch B Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2287,attackers-series-2026-09-04-partial-003,publish,2026-09-04,series_000062,不埒な姦係,maker_000004,https://attackers.net/works/list/series/2287,官方 Series 详情页与 Batch C Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2288,attackers-series-2026-09-04-partial-003,publish,2026-09-04,series_000063,あなたが欲しくて,maker_000004,https://attackers.net/works/list/series/2288,官方 Series 详情页与 Batch C Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2290,attackers-series-2026-09-04-partial-003,publish,2026-09-04,series_000064,背徳の契り,maker_000004,https://attackers.net/works/list/series/2290,官方 Series 详情页与 Batch C Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2291,attackers-series-2026-09-04-partial-003,publish,2026-09-04,series_000065,鬱勃起,maker_000004,https://attackers.net/works/list/series/2291,官方 Series 详情页与 Batch C Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2292,attackers-series-2026-09-04-partial-003,publish,2026-09-04,series_000066,抱かれるための出社,maker_000004,https://attackers.net/works/list/series/2292,官方 Series 详情页与 Batch C Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2295,attackers-series-2026-09-04-partial-003,publish,2026-09-04,series_000067,舐め犯し,maker_000004,https://attackers.net/works/list/series/2295,官方 Series 详情页与 Batch C Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2298,attackers-series-2026-09-04-partial-003,publish,2026-09-04,series_000068,素人強姦面接,maker_000004,https://attackers.net/works/list/series/2298,官方 Series 详情页与 Batch C Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2299,attackers-series-2026-09-04-partial-003,publish,2026-09-04,series_000069,死夜悪アンソロジー,maker_000004,https://attackers.net/works/list/series/2299,官方 Series 详情页与 Batch C Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2300,attackers-series-2026-09-04-partial-003,publish,2026-09-04,series_000070,蛇縛の拷問折檻,maker_000004,https://attackers.net/works/list/series/2300,官方 Series 详情页与 Batch C Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2301,attackers-series-2026-09-04-partial-003,publish,2026-09-04,series_000071,BEST,maker_000004,https://attackers.net/works/list/series/2301,官方 Series 详情页与 Batch C Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2302,attackers-series-2026-09-04-partial-003,publish,2026-09-04,series_000072,凌辱大捜査線,maker_000004,https://attackers.net/works/list/series/2302,官方 Series 详情页与 Batch C Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2303,attackers-series-2026-09-04-partial-003,publish,2026-09-04,series_000073,これで最後にしてください。,maker_000004,https://attackers.net/works/list/series/2303,官方 Series 详情页与 Batch C Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2305,attackers-series-2026-09-04-partial-003,publish,2026-09-04,series_000074,女優名鑑,maker_000004,https://attackers.net/works/list/series/2305,官方 Series 详情页与 Batch C Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2306,attackers-series-2026-09-04-partial-003,publish,2026-09-04,series_000075,遺伝子の悲劇,maker_000004,https://attackers.net/works/list/series/2306,官方 Series 详情页与 Batch C Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2307,attackers-series-2026-09-04-partial-003,publish,2026-09-04,series_000076,昭和哀歌,maker_000004,https://attackers.net/works/list/series/2307,官方 Series 详情页与 Batch C Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2308,attackers-series-2026-09-04-partial-003,publish,2026-09-04,series_000077,声を出せない私,maker_000004,https://attackers.net/works/list/series/2308,官方 Series 详情页与 Batch C Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2309,attackers-series-2026-09-04-partial-003,publish,2026-09-04,series_000078,極道の女,maker_000004,https://attackers.net/works/list/series/2309,官方 Series 详情页与 Batch C Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2311,attackers-series-2026-09-04-partial-003,publish,2026-09-04,series_000079,くノ一拷問凌辱,maker_000004,https://attackers.net/works/list/series/2311,官方 Series 详情页与 Batch C Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
attackers.series,2312,attackers-series-2026-09-04-partial-003,publish,2026-09-04,series_000080,奴隷色のステージ,maker_000004,https://attackers.net/works/list/series/2312,官方 Series 详情页与 Batch C Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
ideapocket.series,939,ideapocket-series-2026-09-04-partial-001,publish,2026-09-04,series_000104,見つめる愛情イラマチオ,maker_000001,https://ideapocket.com/works/list/series/939,官方 Series 详情页与 0.4.8 跨 Provider partial Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
madonna.series,1546,madonna-series-2026-09-04-partial-002,publish,2026-09-04,series_000053,もう一つの熟バス,maker_000005,https://madonna-av.com/works/list/series/1546,官方 Series 详情页与 Batch B Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
madonna.series,1547,madonna-series-2026-09-04-partial-002,publish,2026-09-04,series_000054,母さんとしたい!,maker_000005,https://madonna-av.com/works/list/series/1547,官方 Series 详情页与 Batch B Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
madonna.series,1548,madonna-series-2026-09-04-partial-002,publish,2026-09-04,series_000055,義父に犯されて・・・ 美嫁いぢり,maker_000005,https://madonna-av.com/works/list/series/1548,官方 Series 详情页与 Batch B Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
madonna.series,1549,madonna-series-2026-09-04-partial-001,publish,2026-09-04,series_000027,となりの奥さん,maker_000005,https://madonna-av.com/works/list/series/1549,官方 Series 详情页与 Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
madonna.series,1550,madonna-series-2026-09-04-partial-001,publish,2026-09-04,series_000028,美熟女と黒人,maker_000005,https://madonna-av.com/works/list/series/1550,官方 Series 详情页与 Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
madonna.series,1551,madonna-series-2026-09-04-partial-001,publish,2026-09-04,series_000029,愛する夫の目の前で・・・,maker_000005,https://madonna-av.com/works/list/series/1551,官方 Series 详情页与 Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
madonna.series,1552,madonna-series-2026-09-04-partial-001,publish,2026-09-04,series_000030,特選 友達の母,maker_000005,https://madonna-av.com/works/list/series/1552,官方 Series 详情页与 Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
madonna.series,1553,madonna-series-2026-09-04-partial-001,publish,2026-09-04,series_000031,僕のおばさん,maker_000005,https://madonna-av.com/works/list/series/1553,官方 Series 详情页与 Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
madonna.series,1554,madonna-series-2026-09-04-partial-001,publish,2026-09-04,series_000032,素人人妻ナンパ総集編4時間,maker_000005,https://madonna-av.com/works/list/series/1554,官方 Series 详情页与 Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
madonna.series,1555,madonna-series-2026-09-04-partial-001,publish,2026-09-04,series_000033,五十路熟女18人4時間,maker_000005,https://madonna-av.com/works/list/series/1555,官方 Series 详情页与 Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
madonna.series,1556,madonna-series-2026-09-04-partial-001,publish,2026-09-04,series_000034,団地妻20人4時間,maker_000005,https://madonna-av.com/works/list/series/1556,官方 Series 详情页与 Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
madonna.series,1557,madonna-series-2026-09-04-partial-001,publish,2026-09-04,series_000035,犯された熟女たち総集編4時間,maker_000005,https://madonna-av.com/works/list/series/1557,官方 Series 详情页与 Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
madonna.series,1558,madonna-series-2026-09-04-partial-001,publish,2026-09-04,series_000036,妖艶おんな愛戯,maker_000005,https://madonna-av.com/works/list/series/1558,官方 Series 详情页与 Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
madonna.series,1559,madonna-series-2026-09-04-partial-002,publish,2026-09-04,series_000056,五十路の性,maker_000005,https://madonna-av.com/works/list/series/1559,官方 Series 详情页与 Batch B Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
madonna.series,1560,madonna-series-2026-09-04-partial-002,publish,2026-09-04,series_000057,新・素人人妻ナンパ,maker_000005,https://madonna-av.com/works/list/series/1560,官方 Series 详情页与 Batch B Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
madonna.series,1561,madonna-series-2026-09-04-partial-002,publish,2026-09-04,series_000058,こちらマドンナ独身寮・ただいま満室,maker_000005,https://madonna-av.com/works/list/series/1561,官方 Series 详情页与 Batch B Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
madonna.series,1562,madonna-series-2026-09-04-partial-002,publish,2026-09-04,series_000059,3D作品,maker_000005,https://madonna-av.com/works/list/series/1562,官方 Series 详情页与 Batch B Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
madonna.series,1563,madonna-series-2026-09-04-partial-002,publish,2026-09-04,series_000060,密着セックス,maker_000005,https://madonna-av.com/works/list/series/1563,官方 Series 详情页与 Batch B Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
madonna.series,1564,madonna-series-2026-09-04-partial-002,publish,2026-09-04,series_000061,交換夫婦NTR,maker_000005,https://madonna-av.com/works/list/series/1564,官方 Series 详情页与 Batch B Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
madonna.series,1565,madonna-series-2026-09-04-partial-003,publish,2026-09-04,series_000081,出張先のビジネスホテルでずっと憧れていた女上司と,maker_000005,https://madonna-av.com/works/list/series/1565,官方 Series 详情页与 Batch C Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
madonna.series,1566,madonna-series-2026-09-04-partial-003,publish,2026-09-04,series_000082,人妻秘書、汗と接吻に満ちた社長室中出し性交,maker_000005,https://madonna-av.com/works/list/series/1566,官方 Series 详情页与 Batch C Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
madonna.series,1570,madonna-series-2026-09-04-partial-003,publish,2026-09-04,series_000083,働くおばさん!,maker_000005,https://madonna-av.com/works/list/series/1570,官方 Series 详情页与 Batch C Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
madonna.series,1571,madonna-series-2026-09-04-partial-003,publish,2026-09-04,series_000084,四十路の性,maker_000005,https://madonna-av.com/works/list/series/1571,官方 Series 详情页与 Batch C Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
madonna.series,1572,madonna-series-2026-09-04-partial-003,publish,2026-09-04,series_000085,最高の筆おろし!,maker_000005,https://madonna-av.com/works/list/series/1572,官方 Series 详情页与 Batch C Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
madonna.series,1573,madonna-series-2026-09-04-partial-003,publish,2026-09-04,series_000086,ハメ狂い淫乱熟女,maker_000005,https://madonna-av.com/works/list/series/1573,官方 Series 详情页与 Batch C Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
madonna.series,1574,madonna-series-2026-09-04-partial-003,publish,2026-09-04,series_000087,犯されたセールスレディ,maker_000005,https://madonna-av.com/works/list/series/1574,官方 Series 详情页与 Batch C Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
madonna.series,1579,madonna-series-2026-09-04-partial-003,publish,2026-09-04,series_000088,娘のカレシにイカされた母,maker_000005,https://madonna-av.com/works/list/series/1579,官方 Series 详情页与 Batch C Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
madonna.series,1581,madonna-series-2026-09-04-partial-003,publish,2026-09-04,series_000089,昼下がりのふしだら奥さん,maker_000005,https://madonna-av.com/works/list/series/1581,官方 Series 详情页与 Batch C Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
madonna.series,1585,madonna-series-2026-09-04-partial-003,publish,2026-09-04,series_000090,豊潤麗し競泳水着,maker_000005,https://madonna-av.com/works/list/series/1585,官方 Series 详情页与 Batch C Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
madonna.series,1586,madonna-series-2026-09-04-partial-003,publish,2026-09-04,series_000091,悶絶美熟女の卑猥な日常,maker_000005,https://madonna-av.com/works/list/series/1586,官方 Series 详情页与 Batch C Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
madonna.series,1587,madonna-series-2026-09-04-partial-003,publish,2026-09-04,series_000092,MADAM QUEEN × DANCING FUCK,maker_000005,https://madonna-av.com/works/list/series/1587,官方 Series 详情页与 Batch C Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
madonna.series,1588,madonna-series-2026-09-04-partial-003,publish,2026-09-04,series_000093,濡れ透け婦人の甘い疼き,maker_000005,https://madonna-av.com/works/list/series/1588,官方 Series 详情页与 Batch C Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
madonna.series,1589,madonna-series-2026-09-04-partial-003,publish,2026-09-04,series_000094,溢れだす美熟女の泉,maker_000005,https://madonna-av.com/works/list/series/1589,官方 Series 详情页与 Batch C Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
madonna.series,1590,madonna-series-2026-09-04-partial-003,publish,2026-09-04,series_000095,匂いたつパンストの誘惑,maker_000005,https://madonna-av.com/works/list/series/1590,官方 Series 详情页与 Batch C Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
madonna.series,1591,madonna-series-2026-09-04-partial-003,publish,2026-09-04,series_000096,ムッチリ美熟女ハミ出し水着,maker_000005,https://madonna-av.com/works/list/series/1591,官方 Series 详情页与 Batch C Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
madonna.series,1592,madonna-series-2026-09-04-partial-003,publish,2026-09-04,series_000097,巨尻誘惑,maker_000005,https://madonna-av.com/works/list/series/1592,官方 Series 详情页与 Batch C Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
madonna.series,1593,madonna-series-2026-09-04-partial-003,publish,2026-09-04,series_000098,堕ちた万引き妻,maker_000005,https://madonna-av.com/works/list/series/1593,官方 Series 详情页与 Batch C Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
madonna.series,1594,madonna-series-2026-09-04-partial-003,publish,2026-09-04,series_000099,義母の舌と接吻,maker_000005,https://madonna-av.com/works/list/series/1594,官方 Series 详情页与 Batch C Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
madonna.series,1595,madonna-series-2026-09-04-partial-003,publish,2026-09-04,series_000100,狙われたパート妻,maker_000005,https://madonna-av.com/works/list/series/1595,官方 Series 详情页与 Batch C Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
moodyz.series,3489,moodyz-series-2026-09-04-partial-001,publish,2026-09-04,series_000101,聖水くらぶ,maker_000002,https://moodyz.com/works/list/series/3489,官方 Series 详情页与 0.4.8 跨 Provider partial Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
moodyz.series,3519,moodyz-series-2026-09-04-partial-001,publish,2026-09-04,series_000102,W CAST,maker_000002,https://moodyz.com/works/list/series/3519,官方 Series 详情页与 0.4.8 跨 Provider partial Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
moodyz.series,3562,moodyz-series-2026-09-04-partial-001,publish,2026-09-04,series_000103,聖水痴女ハーレム,maker_000002,https://moodyz.com/works/list/series/3562,官方 Series 详情页与 0.4.8 跨 Provider partial Snapshot 的 Provider 外部 ID、日文名称和 Maker 归属一致；允许正式发布。
